iter	Passed	Remaining
599	9506	6337
600	9522	6321
601	9535	6304
602	9549	6287
603	9564	6270
604	9580	6254
605	9593	6237
606	9610	6222
607	9625	6206
608	9640	6189
609	9653	6171
610	9668	6155
611	9682	6138
612	9695	6121
613	9710	6104
614	9725	6088
615	9741	6072
616	9757	6056
617	9773	6041
618	9790	6025
619	9805	6009
620	9821	5994
621	9838	5978
622	9852	5962
623	9867	5945
624	9886	5932
625	9931	5933
626	9949	5918
627	9965	5902
628	9981	5887
629	9996	5870
630	10011	5854
631	10024	5837
632	10039	5820
633	10055	5805
634	10069	5787
635	10084	5771
636	10099	5755
637	10115	5739
638	10128	5722
639	10143	5705
640	10159	5690
641	10174	5673
642	10189	5657
643	10205	5641
644	10218	5624
645	10233	5607
646	10246	5590
647	10262	5574
648	10274	5557
649	10290	5541
650	10306	5525
651	10330	5514
652	10350	5500
653	10366	5484
654	10381	5468
655	10396	5451
656	10410	5434
657	10427	5419
658	10443	5403
659	10455	5386
660	10471	5370
661	10486	5354
662	10501	5338
663	10516	5321
664	10531	5305
665	10544	5288
666	10557	5270
667	10572	5254
668	10588	5238
669	10601	5221
670	10618	5206
671	10633	5190
672	10648	5173
673	10663	5157
674	10677	5141
675	10693	5125
676	10708	5109
677	10723	5092
678	10737	5076
679	10752	5059
680	10763	5041
681	10778	5025
682	10788	5007
683	10804	4991
684	10819	4975
685	10841	4962
686	10884	4958
687	10905	4945
688	10920	4929
689	10934	4912
690	10949	4896
691	10963	4879
692	10977	4863
693	10994	4847
694	11007	4830
695	11022	4814
696	11038	4798
697	11054	4782
698	11069	4766
699	11083	4750
700	11098	4733
701	11111	4716
702	11125	4700
703	11139	4683
704	11154	4667
705	11170	4651
706	11186	4635
707	11200	4619
708	11215	4603
709	11232	4587
710	11249	4572
711	11265	4556
712	11286	4542
713	11315	4532
714	11329	4515
715	11345	4500
716	11363	4485
717	11382	4470
718	11401	4455
719	11420	4441
720	11437	4426
721	11453	4409
722	11470	4394
723	11489	4379
724	11505	4364
725	11520	4348
726	11540	4333
727	11556	4317
728	11576	4303
729	11592	4287
730	11611	4273
731	11629	4257
732	11646	4242
733	11661	4226
734	11679	4210
735	11695	4195
736	11713	4180
737	11730	4164
738	11750	4150
739	11771	4135
740	11790	4121
741	11808	4105
742	11840	4095
743	11879	4087
744	11896	4072
745	11911	4055
746	11926	4039
747	11943	4023
748	11961	4008
749	11980	3993
750	11996	3977
751	12012	3961
752	12028	3945
753	12046	3930
754	12063	3914
755	12076	3897
756	12090	3881
757	12107	3865
758	12125	3850
759	12141	3834
760	12158	3818
761	12173	3802
762	12189	3786
763	12208	3771
764	12224	3755
765	12241	3739
766	12264	3725
767	12287	3711
768	12303	3695
769	12322	3680
770	12338	3664
771	12357	3649
772	12372	3633
773	12385	3616
774	12402	3600
775	12419	3584
776	12432	3568
777	12447	3551
778	12463	3535
779	12479	3519
780	12495	3503
781	12509	3487
782	12524	3471
783	12540	3454
784	12555	3438
785	12571	3422
786	12587	3406
787	12603	3390
788	12616	3374
789	12633	3358
790	12648	3342
791	12665	3326
792	12687	3311
793	12713	3298
794	12730	3282
795	12745	3266
796	12763	3250
797	12780	3235
798	12817	3224
799	12859	3214
800	12894	3203
801	12917	3189
802	12930	3172
803	12946	3156
804	12963	3140
805	12975	3123
806	12989	3106
807	13006	3090
808	13022	3074
809	13037	3058
810	13052	3041
811	13066	3025
812	13082	3009
813	13099	2993
814	13113	2976
815	13127	2960
816	13144	2944
817	13159	2927
818	13172	2911
819	13186	2894
820	13202	2878
821	13220	2862
822	13244	2848
823	13265	2833
824	13281	2817
825	13296	2800
826	13312	2784
827	13328	2768
828	13342	2752
829	13357	2735
830	13372	2719
831	13388	2703
832	13404	2687
833	13419	2671
834	13432	2654
835	13447	2638
836	13463	2621
837	13479	2605
838	13494	2589
839	13509	2573
840	13524	2556
841	13540	2540
842	13557	2524
843	13573	2508
844	13589	2492
845	13605	2476
846	13627	2461
847	13644	2445
848	13659	2429
849	13676	2413
850	13694	2397
851	13714	2382
852	13734	2366
853	13760	2352
854	13813	2342
855	13831	2326
856	13849	2310
857	13865	2294
858	13882	2278
859	13898	2262
860	13915	2246
861	13927	2229
862	13942	2213
863	13963	2197
864	13980	2181
865	13997	2165
866	14014	2149
867	14032	2133
868	14047	2117
869	14066	2101
870	14086	2086
871	14106	2070
872	14121	2054
873	14137	2038
874	14154	2022
875	14171	2006
876	14189	1990
877	14214	1975
878	14235	1959
879	14251	1943
880	14264	1926
881	14281	1910
882	14294	1894
883	14311	1877
884	14326	1861
885	14339	1845
886	14356	1828
887	14372	1812
888	14389	1796
889	14404	1780
890	14420	1764
891	14439	1748
892	14454	1731
893	14476	1716
894	14495	1700
895	14512	1684
896	14527	1668
897	14543	1651
898	14564	1636
899	14583	1620
900	14600	1604
901	14617	1588
902	14641	1572
903	14665	1557
904	14691	1542
905	14712	1526
906	14738	1511
907	14783	1497
908	14812	1482
909	14837	1467
910	14857	1451
911	14876	1435
912	14901	1419
913	14922	1404
914	14943	1388
915	14966	1372
916	14983	1356
917	14999	1339
918	15019	1323
919	15045	1308
920	15075	1293
921	15105	1277
922	15123	1261
923	15141	1245
924	15157	1228
925	15177	1212
926	15193	1196
927	15210	1180
928	15227	1163
929	15240	1147
930	15265	1131
931	15288	1115
932	15304	1099
933	15319	1082
934	15334	1066
935	15348	1049
936	15364	1033
937	15379	1016
938	15393	1000
939	15408	983
940	15423	967
941	15436	950
942	15450	933
943	15466	917
944	15490	901
945	15525	886
946	15547	870
947	15567	853
948	15585	837
949	15600	821
950	15616	804
951	15633	788
952	15647	771
953	15664	755
954	15678	738
955	15697	722
956	15714	706
957	15741	690
958	15792	675
959	15811	658
960	15829	642
961	15852	626
962	15872	609
963	15888	593
964	15906	576
965	15931	560
966	15956	544
967	15978	528
968	15998	511
969	16017	495
970	16035	478
971	16053	462
972	16068	445
973	16086	429
974	16101	412
975	16116	396
976	16134	379
977	16150	363
978	16166	346
979	16182	330
980	16200	313
981	16213	297
982	16227	280
983	16244	264
984	16259	247
985	16275	231
986	16289	214
987	16303	198
988	16319	181
989	16334	164
990	16348	148
991	16366	131
992	16381	115
993	16398	98
994	16414	82
995	16429	65
996	16448	49
997	16461	32
998	16476	16
999	16490	0
