iter	Logloss
798	0.2486764187
799	0.248596302
800	0.2485605386
801	0.2485215366
802	0.2484958904
803	0.2484687549
804	0.2484215934
805	0.248415942
806	0.2483917915
807	0.2483718724
808	0.2483623524
809	0.2483541343
810	0.2483116445
811	0.2482775296
812	0.248213418
813	0.2481698724
814	0.248115667
815	0.248074917
816	0.2480689361
817	0.2480462876
818	0.2479681488
819	0.2479614825
820	0.2479489384
821	0.2479095761
822	0.247891361
823	0.2478671682
824	0.2478312965
825	0.2478277074
826	0.2477793064
827	0.2477416532
828	0.2477195013
829	0.2477106254
830	0.2476676347
831	0.2476509197
832	0.2476091339
833	0.2475908007
834	0.2475564729
835	0.2475447016
836	0.2474904734
837	0.247477786
838	0.2474628691
839	0.2474417031
840	0.2474219543
841	0.2474029366
842	0.2473667746
843	0.2473308474
844	0.247316512
845	0.2472992778
846	0.2472740679
847	0.247259557
848	0.2472497074
849	0.2472222959
850	0.2471867728
851	0.2471636393
852	0.2471577417
853	0.2471480073
854	0.2470987063
855	0.2470518917
856	0.2470107366
857	0.2470102587
858	0.2469907625
859	0.2469818107
860	0.246921157
861	0.2468943561
862	0.2468863203
863	0.2468085932
864	0.2467783584
865	0.2467474301
866	0.2467276041
867	0.2466801734
868	0.246653479
869	0.246622919
870	0.2465672047
871	0.2465496264
872	0.2465164092
873	0.2464347151
874	0.2464066935
875	0.2463756909
876	0.2463678561
877	0.2463522023
878	0.2463382637
879	0.24631659
880	0.2462569961
881	0.24623068
882	0.2462100397
883	0.2461625565
884	0.2461220867
885	0.2460910875
886	0.2460838479
887	0.2460277369
888	0.245975387
889	0.2459673265
890	0.2459087135
891	0.2458800158
892	0.2458594933
893	0.2458252182
894	0.2457871601
895	0.2457644616
896	0.245733503
897	0.2456809446
898	0.2456471756
899	0.2456290817
900	0.2455884879
901	0.2455563867
902	0.2454585955
903	0.2454530276
904	0.2454480668
905	0.2454255395
906	0.2454052485
907	0.2453620286
908	0.2453282693
909	0.2453065166
910	0.2452924679
911	0.2452688492
912	0.2452432911
913	0.245237232
914	0.2452174684
915	0.2451808376
916	0.2451572424
917	0.2451387769
918	0.245134427
919	0.2450735681
920	0.2450228639
921	0.2449730774
922	0.2449438832
923	0.2448966161
924	0.2448743232
925	0.2448204697
926	0.2447837059
927	0.2447603472
928	0.2447541083
929	0.2447393378
930	0.2446929162
931	0.2446828367
932	0.2446344769
933	0.2445981941
934	0.2445736891
935	0.2445349618
936	0.2445159248
937	0.2444865157
938	0.2444282395
939	0.2443820482
940	0.2443295521
941	0.2443078911
942	0.2442833172
943	0.2442345461
944	0.2442252235
945	0.2442111849
946	0.2441980984
947	0.2441505297
948	0.244124745
949	0.2441118804
950	0.2441026713
951	0.2440743868
952	0.2440522747
953	0.244037231
954	0.2440020251
955	0.243977531
956	0.2439490303
957	0.243942018
958	0.243903701
959	0.2438690159
960	0.2438511988
961	0.2438348296
962	0.243798898
963	0.2437695087
964	0.2437426674
965	0.2437301228
966	0.2436932145
967	0.2436809126
968	0.2436760383
969	0.2436498933
970	0.2436396706
971	0.2436183134
972	0.2435804993
973	0.2435532851
974	0.2435428105
975	0.2435073317
976	0.2434677167
977	0.2434611179
978	0.2434022915
979	0.2433757996
980	0.2433338695
981	0.243319196
982	0.2432939119
983	0.2432563144
984	0.2432277622
985	0.2431988734
986	0.2431804909
987	0.2431400761
988	0.2431041477
989	0.2430714443
990	0.2430651437
991	0.2430452939
992	0.2430297902
993	0.2429821065
994	0.2429448223
995	0.2428960285
996	0.2428319966
997	0.2427795721
