iter	Passed	Remaining
158	4421	23329
159	4444	23275
160	4469	23234
161	4489	23170
162	4512	23116
163	4540	23091
164	4562	23036
165	4581	22964
166	4608	22931
167	4634	22894
168	4661	22867
169	4708	22934
170	4742	22935
171	4777	22943
172	4816	22968
173	4851	22974
174	4872	22913
175	4907	22920
176	4933	22885
177	4965	22873
178	4992	22842
179	5032	22868
180	5063	22857
181	5103	22881
182	5138	22886
183	5168	22866
184	5197	22842
185	5251	22925
186	5285	22923
187	5310	22878
188	5333	22829
189	5355	22773
190	5380	22733
191	5404	22688
192	5426	22635
193	5449	22586
194	5470	22528
195	5503	22519
196	5527	22473
197	5547	22413
198	5568	22358
199	5591	22310
200	5616	22268
201	5642	22233
202	5675	22227
203	5703	22200
204	5728	22159
205	5752	22115
206	5778	22080
207	5803	22042
208	5828	22004
209	5850	21952
210	5873	21906
211	5897	21867
212	5923	21830
213	5949	21794
214	5975	21761
215	5988	21681
216	6015	21650
217	6045	21630
218	6068	21585
219	6095	21556
220	6122	21526
221	6151	21503
222	6177	21469
223	6201	21427
224	6229	21401
225	6253	21360
226	6277	21322
227	6303	21289
228	6325	21243
229	6350	21206
230	6373	21163
231	6396	21119
232	6419	21078
233	6443	21038
234	6470	21006
235	6495	20972
236	6523	20947
237	6549	20915
238	6576	20883
239	6602	20851
240	6634	20839
241	6660	20807
242	6685	20772
243	6707	20727
244	6733	20695
245	6757	20658
246	6782	20623
247	6806	20585
248	6830	20545
249	6852	20503
250	6879	20474
251	6907	20449
252	6931	20410
253	6956	20376
254	6983	20348
255	7009	20315
256	7032	20276
257	7056	20238
258	7080	20201
259	7103	20163
260	7129	20130
261	7153	20093
262	7176	20055
263	7199	20017
264	7223	19981
265	7244	19936
266	7267	19896
267	7291	19862
268	7318	19834
269	7347	19809
270	7370	19771
271	7390	19725
272	7411	19683
273	7432	19638
274	7452	19594
275	7472	19548
276	7494	19507
277	7515	19464
278	7534	19417
279	7553	19370
280	7581	19345
281	7603	19304
282	7619	19251
283	7638	19205
284	7660	19164
285	7681	19123
286	7703	19083
287	7724	19043
288	7742	18995
289	7760	18947
290	7781	18905
291	7803	18866
292	7823	18824
293	7841	18777
294	7859	18729
295	7877	18682
296	7896	18637
297	7913	18589
298	7931	18541
299	7950	18497
300	7970	18455
301	7989	18411
302	8005	18362
303	8020	18310
304	8038	18264
305	8053	18213
306	8071	18166
307	8085	18113
308	8101	18065
309	8117	18014
310	8134	17968
311	8151	17922
312	8167	17873
313	8183	17826
314	8199	17779
315	8217	17735
316	8234	17689
317	8253	17648
318	8271	17607
319	8288	17561
320	8307	17520
321	8323	17474
322	8341	17432
323	8358	17387
324	8373	17340
325	8390	17295
326	8405	17247
327	8424	17208
328	8442	17167
329	8457	17120
330	8475	17078
331	8492	17035
332	8510	16995
333	8535	16968
334	8554	16930
335	8571	16887
336	8586	16841
337	8604	16802
338	8619	16755
339	8638	16717
340	8654	16674
341	8669	16629
342	8688	16591
343	8708	16555
344	8723	16510
345	8742	16474
346	8758	16432
347	8775	16391
348	8794	16354
349	8810	16312
350	8830	16277
351	8849	16240
352	8866	16200
353	8884	16161
354	8903	16126
355	8918	16084
356	8937	16048
357	8953	16005
358	8968	15962
359	8986	15925
360	9002	15885
361	9022	15851
362	9039	15812
363	9056	15774
364	9073	15734
365	9090	15696
366	9107	15658
367	9122	15617
368	9136	15574
369	9151	15533
370	9168	15494
371	9184	15455
372	9203	15421
373	9221	15385
374	9240	15351
375	9257	15314
376	9275	15278
377	9292	15241
378	9308	15203
379	9327	15170
380	9345	15134
381	9360	15095
382	9379	15060
383	9397	15026
384	9412	14986
385	9428	14948
386	9447	14916
387	9466	14883
388	9488	14855
389	9506	14820
390	9523	14784
391	9539	14746
392	9555	14710
393	9572	14674
394	9589	14638
395	9606	14603
396	9623	14567
397	9639	14531
398	9654	14493
399	9672	14460
400	9691	14428
401	9709	14395
402	9726	14360
403	9742	14323
404	9759	14289
405	9776	14255
406	9795	14223
407	9812	14189
408	9830	14156
409	9847	14123
410	9863	14087
411	9882	14055
412	9901	14024
413	9919	13992
414	9937	13960
415	9954	13926
416	9970	13892
417	9989	13860
418	10003	13822
419	10020	13790
420	10036	13756
421	10054	13724
422	10071	13691
423	10089	13658
424	10104	13623
425	10121	13590
426	10138	13558
427	10156	13525
428	10174	13495
429	10194	13465
430	10208	13429
431	10226	13398
432	10247	13371
433	10265	13341
434	10281	13307
435	10297	13273
436	10315	13242
437	10331	13208
438	10346	13174
439	10363	13142
440	10380	13110
441	10398	13080
442	10423	13058
443	10445	13033
444	10464	13004
445	10484	12975
446	10501	12944
447	10518	12913
448	10535	12882
449	10554	12852
450	10571	12821
451	10588	12790
452	10604	12757
453	10619	12724
454	10635	12693
455	10652	12661
456	10669	12630
457	10684	12596
458	10703	12568
459	10719	12537
460	10737	12508
461	10755	12477
462	10769	12443
463	10786	12413
464	10806	12386
465	10822	12355
466	10842	12328
467	10860	12299
468	10880	12271
469	10894	12239
470	10914	12211
471	10933	12184
472	10950	12154
473	10968	12125
474	10987	12098
475	11005	12068
476	11021	12038
477	11039	12009
478	11053	11976
479	11070	11946
480	11085	11915
481	11103	11886
482	11120	11857
483	11139	11830
484	11156	11801
485	11174	11772
486	11193	11745
487	11212	11717
488	11229	11688
489	11245	11658
490	11261	11628
491	11280	11601
492	11300	11575
493	11315	11544
494	11328	11511
495	11347	11484
496	11366	11457
497	11390	11436
498	11407	11407
499	11424	11379
500	11442	11351
501	11461	11324
502	11479	11297
503	11494	11266
504	11510	11236
505	11529	11210
506	11547	11183
507	11565	11155
508	11581	11126
509	11598	11097
510	11616	11070
511	11634	11043
512	11650	11014
513	11668	10987
514	11686	10960
515	11705	10934
516	11721	10905
517	11738	10877
518	11757	10850
519	11772	10822
520	11788	10793
521	11808	10767
522	11827	10741
523	11847	10717
524	11865	10690
525	11884	10664
526	11902	10637
527	11919	10610
528	11937	10583
529	11957	10558
530	11976	10533
531	11995	10507
532	12010	10478
533	12029	10453
534	12042	10421
535	12059	10394
536	12079	10370
537	12092	10338
538	12109	10312
539	12126	10285
540	12142	10256
541	12159	10230
542	12179	10205
543	12195	10177
544	12212	10150
545	12228	10123
546	12243	10094
547	12263	10070
548	12279	10042
549	12295	10014
550	12315	9991
551	12339	9970
552	12355	9942
553	12374	9917
554	12393	9892
555	12410	9866
556	12427	9839
557	12444	9812
558	12462	9787
559	12480	9761
560	12496	9734
561	12515	9709
562	12530	9681
563	12547	9655
564	12567	9631
565	12585	9606
566	12604	9581
567	12620	9553
568	12639	9529
569	12657	9504
570	12676	9479
571	12695	9454
572	12713	9429
573	12731	9404
574	12748	9378
575	12768	9354
576	12786	9329
577	12803	9303
578	12819	9276
579	12837	9251
580	12855	9227
581	12872	9201
582	12893	9178
583	12907	9150
584	12928	9127
585	12947	9103
586	12963	9076
587	12981	9051
588	13000	9027
589	13018	9002
590	13033	8975
591	13050	8950
592	13068	8925
593	13082	8897
594	13099	8872
595	13118	8848
596	13137	8824
597	13156	8800
598	13174	8775
599	13191	8750
600	13210	8726
601	13224	8699
602	13240	8673
603	13256	8647
604	13279	8626
605	13300	8603
606	13320	8580
607	13336	8554
608	13355	8530
609	13371	8505
610	13388	8480
611	13410	8458
612	13436	8438
613	13459	8417
614	13485	8398
615	13500	8372
616	13518	8347
617	13537	8323
618	13552	8297
619	13571	8274
620	13588	8249
621	13608	8226
622	13626	8201
623	13642	8176
624	13660	8152
625	13675	8126
626	13693	8102
627	13710	8077
628	13729	8054
629	13745	8028
630	13764	8005
631	13782	7981
632	13800	7957
633	13819	7933
634	13835	7909
635	13852	7884
636	13867	7859
637	13885	7834
638	13903	7811
639	13920	7787
640	13940	7763
641	13957	7739
642	13977	7716
643	13995	7693
644	14012	7668
645	14030	7644
646	14048	7621
647	14066	7597
648	14083	7573
649	14101	7549
650	14119	7526
651	14133	7500
652	14152	7477
653	14167	7452
654	14187	7429
655	14206	7406
656	14228	7385
657	14249	7362
658	14267	7339
659	14285	7316
660	14304	7292
661	14322	7269
662	14340	7246
663	14358	7222
664	14375	7198
665	14395	7175
666	14413	7152
667	14432	7129
668	14449	7105
669	14466	7082
670	14485	7059
671	14502	7035
672	14519	7011
673	14537	6988
674	14555	6965
675	14572	6941
676	14594	6919
677	14612	6896
678	14632	6874
679	14650	6851
680	14667	6827
681	14685	6804
682	14705	6782
683	14723	6759
684	14745	6737
685	14770	6717
686	14798	6699
687	14818	6677
688	14843	6657
689	14867	6636
690	14891	6615
691	14913	6594
692	14937	6574
693	14958	6552
694	14982	6532
695	15003	6510
696	15025	6488
697	15048	6467
698	15066	6444
699	15083	6421
700	15101	6398
701	15119	6375
702	15137	6352
703	15156	6329
704	15171	6305
705	15198	6285
706	15217	6263
707	15235	6240
708	15252	6217
709	15270	6194
710	15287	6170
711	15305	6147
712	15322	6124
713	15339	6101
714	15358	6078
715	15374	6055
716	15392	6032
717	15409	6009
718	15426	5985
719	15445	5963
720	15463	5941
721	15480	5917
722	15494	5893
723	15510	5870
724	15528	5847
725	15545	5824
726	15561	5800
727	15579	5777
728	15594	5754
729	15610	5731
730	15628	5708
731	15646	5685
732	15664	5663
733	15682	5640
734	15700	5617
735	15717	5595
736	15733	5571
737	15750	5549
738	15768	5526
739	15785	5503
740	15802	5480
741	15818	5457
742	15836	5435
743	15854	5412
744	15872	5390
745	15890	5367
746	15907	5345
747	15923	5322
748	15939	5298
749	15957	5276
750	15976	5254
751	15994	5232
752	16011	5209
753	16028	5186
754	16043	5163
755	16081	5147
756	16108	5128
757	16140	5110
758	16165	5090
759	16181	5067
760	16200	5045
761	16215	5022
762	16232	4999
763	16248	4976
764	16267	4954
765	16285	4932
766	16301	4909
767	16318	4887
768	16336	4864
769	16355	4842
770	16373	4820
771	16389	4798
772	16406	4775
773	16423	4752
774	16439	4730
775	16457	4708
776	16472	4685
777	16489	4662
778	16506	4640
779	16526	4618
780	16547	4597
781	16566	4575
782	16583	4553
783	16602	4531
784	16620	4509
785	16637	4487
786	16655	4465
787	16677	4444
788	16702	4424
789	16721	4402
790	16739	4380
791	16758	4358
792	16775	4336
793	16792	4314
794	16809	4292
795	16826	4270
796	16844	4248
797	16863	4226
798	16880	4204
799	16896	4181
800	16915	4160
801	16933	4138
802	16950	4116
803	16968	4094
804	16986	4072
805	17007	4051
806	17026	4029
807	17047	4008
808	17067	3987
809	17094	3967
810	17109	3945
811	17128	3923
812	17146	3901
813	17165	3880
814	17181	3858
815	17198	3835
816	17217	3814
817	17237	3793
818	17255	3771
819	17272	3749
820	17287	3726
821	17305	3705
822	17323	3683
823	17340	3661
824	17358	3640
825	17375	3618
826	17400	3597
827	17422	3577
828	17446	3556
829	17465	3535
830	17483	3513
831	17500	3491
832	17519	3470
833	17539	3449
834	17559	3427
835	17575	3405
836	17591	3383
837	17609	3362
838	17624	3340
839	17640	3318
840	17658	3296
841	17676	3275
842	17695	3253
843	17712	3231
844	17726	3209
845	17744	3188
846	17762	3166
847	17779	3144
848	17798	3123
849	17817	3102
850	17835	3080
851	17853	3059
852	17869	3037
853	17887	3016
854	17905	2994
855	17921	2973
856	17941	2951
857	17955	2929
858	17972	2908
859	17991	2886
860	18007	2865
861	18028	2844
862	18049	2823
863	18067	2802
864	18084	2780
865	18103	2759
866	18117	2737
867	18135	2716
868	18152	2694
869	18169	2673
870	18185	2651
871	18202	2630
872	18221	2609
873	18241	2588
874	18258	2566
875	18275	2545
876	18291	2523
877	18311	2502
878	18329	2481
879	18346	2460
880	18362	2438
881	18380	2417
882	18399	2396
883	18413	2374
884	18433	2353
885	18451	2332
886	18468	2311
887	18492	2290
888	18518	2270
889	18534	2249
890	18551	2227
891	18570	2206
892	18585	2185
893	18602	2164
894	18619	2142
895	18635	2121
896	18651	2100
897	18669	2078
898	18688	2057
899	18706	2036
900	18723	2015
901	18741	1994
902	18760	1973
903	18775	1952
904	18791	1931
905	18808	1909
906	18826	1888
907	18844	1867
908	18861	1846
909	18880	1825
910	18897	1804
911	18915	1783
912	18932	1762
913	18947	1741
914	18967	1720
915	18991	1700
916	19008	1679
917	19026	1658
918	19045	1637
919	19064	1616
920	19082	1595
921	19102	1574
922	19122	1553
923	19139	1532
924	19158	1511
925	19174	1490
926	19193	1470
927	19211	1449
928	19237	1428
929	19262	1408
930	19287	1388
931	19306	1367
932	19330	1346
933	19362	1326
934	19389	1306
935	19412	1285
936	19435	1265
937	19462	1244
938	19488	1224
939	19523	1204
940	19554	1184
941	19575	1163
942	19603	1143
943	19629	1122
944	19661	1102
945	19684	1082
946	19703	1061
947	19720	1040
948	19744	1019
949	19761	998
950	19780	977
951	19798	956
952	19817	935
953	19837	914
954	19857	894
955	19877	873
956	19896	852
957	19914	831
958	19940	810
959	19958	790
960	19979	769
961	20001	748
962	20021	727
963	20040	706
964	20060	685
965	20078	665
966	20097	644
967	20114	623
968	20130	602
969	20150	581
970	20166	560
971	20190	540
972	20211	519
973	20232	498
974	20248	477
975	20267	456
976	20288	436
977	20306	415
978	20324	394
979	20346	373
980	20365	352
981	20386	332
982	20411	311
983	20432	290
984	20452	269
985	20473	249
986	20492	228
987	20509	207
988	20529	186
989	20548	166
990	20570	145
991	20588	124
992	20606	103
993	20623	82
994	20640	62
995	20658	41
996	20675	20
997	20694	0
