iter	Logloss
0	0.6638697433
1	0.6350079704
2	0.6126057147
3	0.5879012465
4	0.5679763902
5	0.5492375369
6	0.5298545558
7	0.515754445
8	0.5006071075
9	0.4886977342
10	0.4753592378
11	0.4643068171
12	0.4533293379
13	0.4429480851
14	0.4333643037
15	0.4243776211
16	0.4170944413
17	0.4103553409
18	0.4040814287
19	0.3984183197
20	0.3929513557
21	0.3886591775
22	0.3836885029
23	0.3792441293
24	0.3751537232
25	0.3717342205
26	0.3682381731
27	0.3650725889
28	0.3625165907
29	0.3597972462
30	0.3572101473
31	0.354720763
32	0.3529111879
33	0.3511581852
34	0.3491306375
35	0.3470374945
36	0.3451666689
37	0.3436825666
38	0.341751539
39	0.3401199699
40	0.3385431308
41	0.3371924507
42	0.3358263497
43	0.3345675938
44	0.3337135981
45	0.3324303702
46	0.3314303945
47	0.3304382005
48	0.329515463
49	0.3285215503
50	0.3277758253
51	0.3267958145
52	0.3259807125
53	0.3250479564
54	0.3240457232
55	0.3232682476
56	0.3226395489
57	0.3218906377
58	0.3212262798
59	0.3203302697
60	0.3197408465
61	0.3189862808
62	0.3184694367
63	0.3179450196
64	0.3173761913
65	0.3168282428
66	0.3162133335
67	0.3154266183
68	0.3149582712
69	0.3143547599
70	0.3138242198
71	0.3133281085
72	0.3129155053
73	0.3124329394
74	0.3119693379
75	0.3115741771
76	0.3111054572
77	0.3107427574
78	0.3103419579
79	0.3099918273
80	0.3096618594
81	0.3092746005
82	0.3087150964
83	0.3081696735
84	0.3078750306
85	0.3074685746
86	0.3072284271
87	0.3067249217
88	0.3064838409
89	0.3061806516
90	0.3060218094
91	0.3057570524
92	0.3055217694
93	0.3052883642
94	0.3049000804
95	0.304550675
96	0.3043339862
97	0.3041339202
98	0.3039645654
99	0.3037065207
100	0.3035375379
101	0.3032794468
102	0.3029788955
103	0.3026796631
104	0.302546109
105	0.3022975573
106	0.3021042332
107	0.3016005888
108	0.301434701
109	0.3012658137
110	0.3010778007
111	0.3007938502
112	0.3005016369
113	0.3002419335
114	0.3000691908
115	0.2999335143
116	0.2997041291
117	0.2996043237
118	0.2993910605
119	0.2990839651
120	0.2988623773
121	0.2984873279
122	0.2982912612
123	0.2980599243
124	0.2979018442
125	0.2977051818
126	0.2975832208
127	0.2974814465
128	0.2972948422
129	0.2971502627
130	0.2968690168
131	0.2966802521
132	0.2965490995
133	0.2964072341
134	0.2963527857
135	0.296194665
136	0.2960454372
137	0.2959216496
138	0.2957484198
139	0.2956086425
140	0.2955336732
141	0.295303021
142	0.295027172
143	0.2948550046
144	0.2947279659
145	0.2946258123
146	0.2945021334
147	0.2943933164
148	0.2942455817
149	0.2941074806
150	0.2939354761
151	0.2935486246
152	0.2931885687
153	0.2931206577
154	0.2930065813
155	0.2929081522
156	0.2927893234
157	0.2926465683
158	0.2924669046
159	0.292340595
160	0.2922986272
161	0.2921894093
162	0.2921572291
163	0.2920349642
164	0.2919236111
165	0.2918388181
166	0.2917301249
167	0.2914319199
168	0.2913566834
169	0.291257609
170	0.2909784687
171	0.2909086056
172	0.290761263
173	0.2907018464
174	0.2905640281
175	0.2904372184
176	0.2903274426
177	0.2902185316
178	0.2901220703
179	0.2898286324
180	0.2897246436
181	0.2893963233
182	0.2891534754
183	0.2890629036
184	0.2889331086
185	0.2887395108
186	0.2886288634
187	0.2885501991
188	0.2884369018
189	0.2883641178
190	0.2881713052
191	0.2881004967
192	0.2879965919
193	0.2878893507
194	0.2878189377
195	0.2877070781
196	0.2874679641
197	0.28738259
198	0.287370842
199	0.2872526079
200	0.2872007674
201	0.2870611969
202	0.2869931582
203	0.2868567277
204	0.2866943595
205	0.2866284224
206	0.2865629082
207	0.2864979558
208	0.2864026139
209	0.2863316021
210	0.2862401733
211	0.2860153895
212	0.2859061276
213	0.2858706579
214	0.2857525912
215	0.2856442188
216	0.2855719385
217	0.2855126795
218	0.2853865369
219	0.285340495
220	0.2852828289
221	0.2852009816
222	0.2850847667
223	0.2849727285
224	0.2848901631
225	0.2846799279
226	0.2846255299
227	0.28438743
228	0.284324467
229	0.2842384835
230	0.2841453584
231	0.2840634148
232	0.2840038134
233	0.2839448544
234	0.2839021923
235	0.2837660879
236	0.2836941001
237	0.2835508799
238	0.2835107439
239	0.2834403664
240	0.2833700883
241	0.2832703294
242	0.283083287
243	0.282994178
244	0.2829432446
245	0.2828785245
246	0.2828029658
247	0.2827528949
248	0.2826943115
249	0.2826696665
250	0.2826097855
251	0.2824377446
252	0.2823628074
253	0.2823536052
254	0.2822690104
255	0.2822091792
256	0.2821331923
257	0.2820467432
258	0.281975185
259	0.2818728395
260	0.2818414907
261	0.2818295092
262	0.281809684
263	0.2817852223
264	0.2816730362
265	0.2816403195
266	0.2815925357
267	0.2815599522
268	0.2815136653
269	0.2814157508
270	0.2813705291
271	0.2812654392
272	0.2812343347
273	0.2811829114
274	0.2811076746
275	0.2810392465
276	0.280971116
277	0.2809028523
278	0.2808454229
279	0.2807991835
280	0.2805562445
281	0.2804409658
282	0.280420609
283	0.2803760875
284	0.2803326001
285	0.2802551129
286	0.280204406
287	0.280181513
288	0.2801172527
289	0.2800418706
290	0.2799900487
291	0.2799166815
292	0.279845222
293	0.2797609118
294	0.2797232496
295	0.2796513205
296	0.2796154082
297	0.2793582555
298	0.2793102425
299	0.2791899781
300	0.2791423357
301	0.2789370724
302	0.2789162828
303	0.2788655409
304	0.2788494624
305	0.278824101
306	0.2787488501
307	0.2786588269
308	0.2784864373
309	0.2784189258
310	0.2783270384
311	0.2782388161
312	0.2781870697
313	0.2780369998
314	0.2780042238
315	0.2777663162
316	0.2777216526
317	0.2776864128
318	0.2775511552
319	0.2774758409
320	0.2773571385
321	0.2770941277
322	0.2770930364
323	0.2769859774
324	0.2769544085
325	0.2768547593
326	0.2767625722
327	0.2766432638
328	0.2766217949
329	0.2765713525
330	0.2765093098
331	0.276467557
332	0.2763819816
333	0.2763285957
334	0.2762649789
335	0.2762255361
336	0.2761083227
337	0.276050464
338	0.2760127052
339	0.2758998298
340	0.275799977
341	0.2757189537
342	0.2756020376
343	0.2755207539
344	0.27543301
345	0.2753806476
346	0.2753401779
347	0.2752230276
348	0.2752047528
349	0.2749949003
350	0.2749543138
