iter	Passed	Remaining
194	3380	13956
195	3396	13933
196	3411	13904
197	3425	13873
198	3432	13817
199	3447	13791
200	3462	13762
201	3475	13729
202	3489	13699
203	3505	13679
204	3519	13647
205	3533	13619
206	3546	13586
207	3565	13577
208	3580	13549
209	3593	13519
210	3607	13488
211	3622	13464
212	3636	13437
213	3649	13404
214	3662	13372
215	3677	13348
216	3692	13324
217	3706	13294
218	3719	13265
219	3732	13233
220	3746	13207
221	3760	13179
222	3774	13152
223	3789	13127
224	3801	13095
225	3817	13073
226	3830	13042
227	3846	13022
228	3859	12993
229	3872	12965
230	3888	12944
231	3903	12921
232	3917	12894
233	3933	12875
234	3946	12848
235	3960	12822
236	3975	12797
237	3988	12769
238	3997	12728
239	4022	12737
240	4363	13743
241	4388	13745
242	4406	13725
243	4421	13699
244	4440	13683
245	4463	13680
246	4487	13680
247	4502	13651
248	4524	13646
249	4539	13617
250	4551	13581
251	4566	13553
252	4581	13526
253	4586	13470
254	4606	13457
255	4626	13445
256	4645	13430
257	4659	13399
258	4673	13372
259	4687	13341
260	4701	13312
261	4715	13282
262	4729	13254
263	4744	13227
264	4760	13203
265	4776	13181
266	4792	13156
267	4809	13136
268	4828	13122
269	4845	13099
270	4862	13079
271	4878	13057
272	4893	13032
273	4908	13006
274	4923	12979
275	4936	12950
276	4950	12922
277	4966	12898
278	4983	12877
279	5000	12859
280	5016	12836
281	5032	12814
282	5048	12790
283	5064	12767
284	5081	12748
285	5098	12729
286	5112	12701
287	5126	12674
288	5142	12650
289	5158	12630
290	5171	12601
291	5188	12579
292	5203	12555
293	5218	12532
294	5233	12508
295	5250	12486
296	5263	12458
297	5278	12435
298	5315	12461
299	5352	12489
300	5375	12482
301	5391	12461
302	5404	12433
303	5419	12408
304	5434	12382
305	5456	12375
306	5479	12369
307	5497	12351
308	5513	12328
309	5527	12302
310	5540	12274
311	5555	12251
312	5568	12222
313	5584	12200
314	5599	12177
315	5614	12153
316	5627	12123
317	5641	12098
318	5655	12074
319	5670	12049
320	5686	12028
321	5701	12005
322	5709	11966
323	5724	11943
324	5746	11935
325	5780	11950
326	5793	11924
327	5808	11901
328	5820	11871
329	5836	11850
330	5850	11823
331	5864	11799
332	5878	11775
333	5893	11752
334	5908	11729
335	5922	11704
336	5937	11681
337	5952	11658
338	5968	11636
339	5982	11613
340	5998	11592
341	6013	11569
342	6029	11549
343	6045	11528
344	6060	11506
345	6076	11485
346	6091	11462
347	6106	11440
348	6120	11416
349	6136	11396
350	6149	11371
351	6163	11345
352	6180	11327
353	6190	11296
354	6205	11275
355	6220	11253
356	6235	11230
357	6247	11203
358	6269	11193
359	6315	11227
360	6337	11218
361	6353	11197
362	6370	11179
363	6391	11168
364	6408	11148
365	6422	11125
366	6438	11105
367	6454	11084
368	6468	11061
369	6482	11038
370	6496	11013
371	6509	10989
372	6526	10971
373	6542	10950
374	6557	10929
375	6572	10907
376	6586	10884
377	6601	10863
378	6616	10841
379	6630	10817
380	6643	10794
381	6658	10771
382	6673	10750
383	6688	10729
384	6704	10709
385	6720	10690
386	6749	10690
387	6771	10681
388	6787	10660
389	6800	10636
390	6815	10614
391	6831	10595
392	6842	10568
393	6858	10549
394	6872	10525
395	6888	10506
396	6905	10488
397	6920	10467
398	6937	10449
399	6953	10430
400	6970	10412
401	6986	10392
402	7001	10372
403	7016	10351
404	7032	10331
405	7045	10308
406	7060	10287
407	7073	10263
408	7088	10242
409	7104	10222
410	7118	10201
411	7134	10182
412	7151	10164
413	7166	10143
414	7181	10122
415	7195	10101
416	7211	10081
417	7223	10057
418	7236	10034
419	7262	10029
420	7321	10069
421	7340	10053
422	7358	10037
423	7385	10033
424	7404	10017
425	7422	10001
426	7441	9986
427	7462	9972
428	7484	9962
429	7501	9943
430	7518	9926
431	7534	9905
432	7553	9890
433	7570	9872
434	7586	9854
435	7603	9835
436	7620	9817
437	7637	9799
438	7654	9781
439	7671	9763
440	7689	9746
441	7708	9731
442	7737	9729
443	7762	9720
444	7775	9697
445	7791	9678
446	7807	9659
447	7826	9643
448	7842	9624
449	7859	9605
450	7873	9584
451	7891	9567
452	7910	9552
453	7928	9534
454	7943	9514
455	7959	9495
456	7975	9476
457	7990	9456
458	8006	9436
459	8022	9417
460	8036	9396
461	8051	9375
462	8066	9356
463	8083	9337
464	8098	9317
465	8113	9297
466	8129	9278
467	8142	9256
468	8157	9236
469	8173	9216
470	8183	9191
471	8197	9169
472	8212	9150
473	8225	9127
474	8264	9134
475	8310	9148
476	8325	9128
477	8341	9109
478	8356	9088
479	8372	9070
480	8388	9050
481	8405	9033
482	8422	9015
483	8439	8997
484	8460	8983
485	8477	8966
486	8498	8952
487	8521	8940
488	8540	8924
489	8557	8906
490	8573	8887
491	8589	8868
492	8604	8848
493	8623	8832
494	8641	8816
495	8657	8797
496	8672	8776
497	8691	8761
498	8720	8755
499	8745	8745
500	8762	8727
501	8780	8710
502	8796	8691
503	8815	8675
504	8831	8656
505	8847	8638
506	8865	8620
507	8883	8603
508	8897	8583
509	8910	8561
510	8929	8544
511	8945	8526
512	8962	8508
513	8979	8489
514	8995	8471
515	9012	8453
516	9029	8435
517	9043	8414
518	9057	8394
519	9072	8374
520	9089	8356
521	9105	8338
522	9120	8318
523	9136	8299
524	9157	8285
525	9183	8275
526	9203	8260
527	9236	8256
528	9291	8272
529	9315	8261
530	9338	8248
531	9353	8228
532	9366	8206
533	9382	8187
534	9397	8168
535	9412	8147
536	9426	8127
537	9441	8107
538	9455	8087
539	9473	8069
540	9491	8052
541	9505	8031
542	9521	8013
543	9536	7993
544	9552	7975
545	9569	7956
546	9583	7936
547	9598	7916
548	9611	7895
549	9624	7874
550	9639	7855
551	9654	7835
552	9667	7814
553	9680	7793
554	9694	7773
555	9707	7752
556	9721	7732
557	9735	7711
558	9747	7690
559	9764	7672
560	9779	7653
561	9794	7633
562	9810	7614
563	9825	7595
564	9839	7575
565	9854	7556
566	9869	7536
567	9883	7517
568	9900	7499
569	9915	7480
570	9930	7460
571	9945	7441
572	9959	7421
573	9973	7402
574	9986	7381
575	10001	7362
576	10017	7343
577	10032	7324
578	10047	7305
579	10064	7288
580	10079	7268
581	10093	7249
582	10111	7232
583	10130	7216
584	10157	7205
585	10179	7191
586	10218	7189
587	10281	7204
588	10304	7190
589	10320	7172
590	10335	7152
591	10352	7134
592	10367	7115
593	10380	7094
594	10394	7075
595	10410	7056
596	10425	7037
597	10439	7017
598	10454	6999
599	10470	6980
600	10486	6962
601	10502	6943
602	10517	6924
603	10531	6904
604	10546	6885
605	10561	6866
606	10582	6851
607	10604	6836
608	10629	6824
609	10647	6807
610	10663	6788
611	10677	6769
612	10690	6749
613	10704	6729
614	10719	6710
615	10734	6691
616	10747	6671
617	10761	6652
618	10776	6632
619	10789	6613
620	10803	6593
621	10818	6574
622	10833	6555
623	10855	6540
624	10871	6523
625	10887	6504
626	10902	6485
627	10917	6466
628	10930	6447
629	10945	6428
630	10959	6409
631	10974	6390
632	10989	6371
633	11003	6352
634	11017	6332
635	11032	6314
636	11064	6305
637	11090	6292
638	11106	6274
639	11124	6257
640	11144	6241
641	11166	6226
642	11183	6209
643	11205	6194
644	11230	6180
645	11288	6186
646	11315	6173
647	11338	6159
648	11354	6140
649	11370	6122
650	11386	6104
651	11402	6085
652	11417	6067
653	11432	6048
654	11447	6029
655	11460	6009
656	11473	5989
657	11487	5970
658	11502	5952
659	11518	5933
660	11533	5915
661	11551	5897
662	11568	5880
663	11579	5859
664	11593	5840
665	11610	5822
666	11623	5803
667	11640	5785
668	11655	5766
669	11671	5748
670	11686	5730
671	11714	5717
672	11741	5704
673	11759	5688
674	11778	5671
675	11805	5658
676	11823	5641
677	11843	5624
678	11868	5610
679	11898	5599
680	11917	5582
681	11935	5565
682	11952	5547
683	11966	5528
684	11994	5515
685	12016	5500
686	12038	5484
687	12058	5468
688	12073	5449
689	12089	5431
690	12105	5413
691	12120	5394
692	12141	5378
693	12156	5360
694	12172	5341
695	12187	5323
696	12201	5304
697	12225	5289
698	12277	5286
699	12298	5270
700	12313	5252
701	12328	5233
702	12344	5215
703	12359	5196
704	12375	5178
705	12391	5160
706	12406	5141
707	12421	5122
708	12432	5102
709	12446	5083
710	12462	5065
711	12477	5047
712	12493	5029
713	12509	5010
714	12524	4992
715	12538	4973
716	12552	4954
717	12569	4936
718	12586	4918
719	12601	4900
720	12617	4882
721	12633	4864
722	12654	4848
723	12684	4835
724	12707	4819
725	12735	4806
726	12760	4791
727	12785	4776
728	12810	4762
729	12834	4746
730	12852	4729
731	12870	4711
732	12892	4696
733	12914	4680
734	12930	4662
735	12949	4645
736	12968	4627
737	12986	4610
738	13004	4593
739	13027	4577
740	13048	4560
741	13065	4542
742	13084	4525
743	13105	4509
744	13121	4491
745	13137	4472
746	13151	4454
747	13167	4436
748	13185	4418
749	13201	4400
750	13228	4386
751	13285	4381
752	13303	4363
753	13317	4345
754	13335	4327
755	13349	4308
756	13362	4289
757	13379	4271
758	13398	4254
759	13416	4236
760	13432	4218
761	13449	4200
762	13466	4182
763	13483	4165
764	13500	4147
765	13516	4129
766	13533	4111
767	13551	4093
768	13569	4076
769	13585	4058
770	13603	4040
771	13620	4022
772	13643	4006
773	13660	3988
774	13687	3973
775	13718	3959
776	13734	3941
777	13750	3923
778	13774	3907
779	13792	3890
780	13807	3871
781	13825	3854
782	13842	3836
783	13867	3820
784	13889	3804
785	13906	3786
786	13923	3768
787	13938	3749
788	13959	3733
789	13977	3715
790	13995	3697
791	14021	3682
792	14043	3665
793	14068	3650
794	14086	3632
795	14104	3614
796	14123	3597
797	14140	3579
798	14157	3561
799	14175	3543
800	14188	3525
801	14204	3506
802	14251	3496
803	14288	3483
804	14311	3466
805	14328	3448
806	14344	3430
807	14361	3412
808	14376	3394
809	14394	3376
810	14412	3358
811	14429	3340
812	14446	3322
813	14462	3304
814	14484	3288
815	14500	3269
816	14522	3252
817	14540	3235
818	14564	3218
819	14588	3202
820	14612	3185
821	14637	3169
822	14659	3152
823	14684	3136
824	14709	3120
825	14730	3103
826	14749	3085
827	14767	3067
828	14782	3049
829	14798	3031
830	14818	3013
831	14836	2995
832	14853	2977
833	14867	2959
834	14882	2940
835	14900	2922
836	14921	2905
837	14936	2887
838	14947	2868
839	14961	2849
840	14978	2831
841	14992	2813
842	15015	2796
843	15033	2778
844	15051	2760
845	15072	2743
846	15089	2725
847	15105	2707
848	15121	2689
849	15142	2672
850	15160	2654
851	15176	2636
852	15192	2618
853	15210	2600
854	15239	2584
855	15296	2573
856	15312	2554
857	15328	2536
858	15343	2518
859	15358	2500
860	15376	2482
861	15395	2464
862	15413	2446
863	15432	2429
864	15448	2410
865	15465	2393
866	15480	2374
867	15496	2356
868	15511	2338
869	15528	2320
870	15544	2302
871	15561	2284
872	15577	2266
873	15596	2248
874	15612	2230
875	15630	2212
876	15647	2194
877	15661	2176
878	15678	2158
879	15703	2141
880	15729	2124
881	15748	2106
882	15769	2089
883	15787	2071
884	15801	2053
885	15819	2035
886	15835	2017
887	15852	1999
888	15870	1981
889	15887	1963
890	15905	1945
891	15923	1927
892	15940	1910
893	15958	1892
894	15971	1873
895	15986	1855
896	16003	1837
897	16020	1819
898	16036	1801
899	16054	1783
900	16072	1765
901	16089	1748
902	16105	1729
903	16121	1712
904	16140	1694
905	16157	1676
906	16176	1658
907	16193	1640
908	16213	1623
909	16275	1609
910	16304	1592
911	16324	1575
912	16338	1556
913	16354	1538
914	16372	1520
915	16387	1502
916	16404	1484
917	16423	1467
918	16439	1448
919	16453	1430
920	16471	1412
921	16489	1394
922	16505	1376
923	16521	1358
924	16541	1341
925	16557	1323
926	16575	1305
927	16590	1287
928	16608	1269
929	16621	1251
930	16640	1233
931	16657	1215
932	16675	1197
933	16707	1180
934	16751	1164
935	16771	1146
936	16787	1128
937	16804	1110
938	16820	1092
939	16836	1074
940	16852	1056
941	16871	1038
942	16887	1020
943	16905	1002
944	16923	984
945	16940	967
946	16959	949
947	16974	931
948	16990	913
949	17008	895
950	17025	877
951	17042	859
952	17059	841
953	17076	823
954	17094	805
955	17110	787
956	17129	769
957	17145	751
958	17161	733
959	17177	715
960	17191	697
961	17212	679
962	17274	663
963	17298	645
964	17318	628
965	17339	610
966	17355	592
967	17371	574
968	17390	556
969	17409	538
970	17423	520
971	17439	502
972	17451	484
973	17468	466
974	17485	448
975	17501	430
976	17518	412
977	17536	394
978	17553	376
979	17571	358
980	17588	340
981	17606	322
982	17632	304
983	17653	287
984	17666	269
985	17683	251
986	17699	233
987	17723	215
988	17747	197
989	17767	179
990	17779	161
991	17798	143
992	17812	125
993	17827	107
994	17843	89
995	17859	71
996	17875	53
997	17890	35
998	17904	17
999	17923	0
