iter	Logloss
229	0.2816716304
230	0.2815666176
231	0.2814817539
232	0.2813631442
233	0.2811718218
234	0.2811151767
235	0.2810983745
236	0.2810100557
237	0.2809644443
238	0.2809061108
239	0.2808849085
240	0.2808832035
241	0.2807983747
242	0.2807299428
243	0.2806556361
244	0.2806087889
245	0.2804306602
246	0.2803946148
247	0.2803569824
248	0.2802731412
249	0.2800484729
250	0.2799511185
251	0.2799000885
252	0.2798520724
253	0.2795658921
254	0.2794989341
255	0.279405911
256	0.2793691139
257	0.2792523301
258	0.2791762247
259	0.2791059067
260	0.2790808645
261	0.2790177347
262	0.2789466161
263	0.2788703377
264	0.2785878261
265	0.2784973678
266	0.2784554672
267	0.2783020203
268	0.2782476465
269	0.2781439955
270	0.2780942726
271	0.2779966175
272	0.2778876417
273	0.277753125
274	0.2776405239
275	0.2776304892
276	0.2774354473
277	0.277375157
278	0.2772813391
279	0.277211244
280	0.2771900301
281	0.2771106498
282	0.277017371
283	0.2769774391
284	0.2769768073
285	0.2769093791
286	0.2768615241
287	0.2767925559
288	0.2767526761
289	0.2767103559
290	0.2766639991
291	0.276634067
292	0.2765252719
293	0.2764508859
294	0.2763977943
295	0.2763198327
296	0.2762514505
297	0.2762124471
298	0.2761772936
299	0.2760876357
300	0.276030123
301	0.2759220237
302	0.2757438892
303	0.2756879031
304	0.2756685087
305	0.275595581
306	0.2755789198
307	0.2754647345
308	0.2753700029
309	0.2752937047
310	0.2752854242
311	0.2751023573
312	0.275051105
313	0.2750497306
314	0.2750373814
315	0.2749634588
316	0.2749203462
317	0.2748813196
318	0.2747236866
319	0.2745861367
320	0.2744532807
321	0.2743509788
322	0.2743086793
323	0.2741511744
324	0.2740548872
325	0.2739719835
326	0.2739096019
327	0.2738102771
328	0.273754814
329	0.2736972851
330	0.2736712614
331	0.2736147688
332	0.2735842012
333	0.2734219432
334	0.273330547
335	0.2733012497
336	0.2729135062
337	0.272864547
338	0.2727899617
339	0.2727517236
340	0.2726699327
341	0.2726477734
342	0.272420397
343	0.2723476967
344	0.2723250662
345	0.2722373156
346	0.2721334072
347	0.2720528786
348	0.2719622345
349	0.2718916571
350	0.2718185749
351	0.2715640639
352	0.2715042899
353	0.2713662568
354	0.2712715409
355	0.2712162809
356	0.2711098891
357	0.2710279521
358	0.2709959001
359	0.2709005612
360	0.2708488524
361	0.2708212191
362	0.2706090862
363	0.2705091553
364	0.2704734746
365	0.2704115867
366	0.2703133463
367	0.2702567895
368	0.2702150281
369	0.2701892039
370	0.2701487995
371	0.2700751557
372	0.2698422782
373	0.2697585571
374	0.2697428606
375	0.2696657892
376	0.2696055983
377	0.26954274
378	0.2694230036
379	0.269241806
380	0.2691091881
381	0.2690312588
382	0.2688333646
383	0.2687783721
384	0.268681619
385	0.2683781174
386	0.268357964
387	0.2683038751
388	0.2681332784
389	0.2680643916
390	0.2679577822
391	0.267932066
392	0.2678532778
393	0.2677798656
394	0.2676764831
395	0.2676038428
396	0.2675534369
397	0.2675029954
398	0.2673351459
399	0.2672223519
400	0.2671867975
401	0.2670158476
402	0.2668492983
403	0.266742387
404	0.2666741926
405	0.2665259852
406	0.2663490806
407	0.266334657
408	0.2662841501
409	0.2662659441
410	0.2660945311
411	0.2660245752
412	0.2659671689
413	0.2658786752
414	0.2658309852
415	0.2658255678
416	0.2657715508
417	0.2657360463
418	0.2657035913
419	0.2656741232
420	0.2655874544
421	0.2655586483
422	0.2655470913
423	0.2655199408
424	0.2654384813
425	0.2654356308
426	0.2653670311
427	0.2652107197
428	0.2651658306
429	0.2650928006
430	0.2650525992
431	0.2649794402
432	0.2649404043
433	0.2649229497
434	0.2649149452
435	0.2648507701
436	0.2647625961
437	0.2647427128
438	0.2647173855
439	0.2646960917
440	0.2646363151
441	0.2645768133
442	0.2645692704
443	0.2645318354
444	0.264458801
445	0.2643783
446	0.2643091214
447	0.2642551469
448	0.2642070918
449	0.2642052533
450	0.2641755105
451	0.2640998751
452	0.2639542995
453	0.2639119415
454	0.2638996944
455	0.2638616381
456	0.2637734142
457	0.2637525806
458	0.2637126977
459	0.2636487086
460	0.2635940454
461	0.2635536724
462	0.2635476383
463	0.2635082912
464	0.263486009
465	0.2634350623
466	0.2633870779
467	0.2633553171
468	0.2633233007
469	0.2633139268
470	0.2632907078
471	0.2630734395
472	0.2630595087
473	0.2630023352
474	0.2629861873
475	0.2628934996
476	0.262841639
477	0.262748427
478	0.2626827118
479	0.2626552852
480	0.26262598
481	0.2625972711
482	0.2625773775
483	0.2625457356
484	0.2625388934
485	0.2625124919
486	0.2624975318
487	0.2622677508
488	0.2622055973
489	0.2621811102
490	0.2621208895
491	0.2620604107
492	0.2619432681
493	0.2619121059
494	0.2618794536
495	0.2618386322
496	0.2617896923
497	0.2617300912
498	0.2616833599
499	0.2616299908
500	0.2615974334
501	0.2615794361
502	0.261541098
503	0.2614804101
504	0.2614593733
505	0.2613899063
506	0.2611608821
507	0.2611407612
508	0.2611130893
509	0.2610376109
510	0.2610058045
511	0.2609880448
512	0.2609553185
513	0.2609390307
514	0.2609334136
515	0.2608841065
516	0.2608288891
517	0.2606685725
518	0.2606162513
519	0.2605957351
520	0.2605659623
521	0.260487193
522	0.2604440194
523	0.2603932741
524	0.2603709518
525	0.2603256917
526	0.2602942555
527	0.2602125671
528	0.2601782932
529	0.2601303781
530	0.2600901977
531	0.260074972
532	0.2600674169
533	0.2600517276
534	0.2599524412
535	0.2599169264
536	0.2598547842
537	0.2597982035
538	0.2597761422
539	0.2597537823
540	0.2596981868
541	0.2596491415
542	0.2596344539
543	0.2595662787
544	0.2595215267
545	0.2594889195
546	0.2594236912
547	0.2593563432
548	0.2592924464
549	0.2592752681
550	0.2592520027
551	0.2591405043
552	0.2591153956
553	0.2590608262
554	0.2590185267
555	0.2589579719
556	0.2589439813
557	0.2589091081
558	0.2588729402
559	0.2588590936
560	0.2588303303
561	0.258809899
562	0.258797707
563	0.258766508
564	0.25871355
565	0.2585985938
566	0.258590637
567	0.2585605746
568	0.2585393632
569	0.2585104567
570	0.2584635843
571	0.2584317832
572	0.2583324332
573	0.2582784102
574	0.2582042572
575	0.2581740351
576	0.2581557261
577	0.258099662
578	0.2580756297
579	0.2580565114
580	0.2580338564
581	0.258020192
582	0.2579621319
583	0.2579238521
584	0.2578093781
585	0.257779069
586	0.257750353
587	0.257659494
588	0.2576380875
589	0.2576110082
590	0.2575753021
591	0.2575138463
592	0.2574500845
593	0.2574368068
594	0.2574152231
595	0.2573461977
596	0.2573406753
597	0.257295584
598	0.2572382776
599	0.2572023816
600	0.2571632682
601	0.2571374636
602	0.2571080341
603	0.2570602648
604	0.2570078805
605	0.256962474
606	0.2569436449
607	0.2569060107
608	0.256821459
609	0.2567691072
610	0.2567446811
611	0.256715763
612	0.2567060901
613	0.256664512
614	0.2566103326
615	0.2565603396
616	0.2565204443
617	0.2564680822
618	0.2563948897
619	0.2563776667
620	0.2563742236
621	0.2562935896
622	0.2562443188
623	0.2562241003
624	0.2562052602
625	0.2561526532
626	0.2561269534
627	0.2560391896
628	0.2560014313
629	0.2559501732
630	0.2559230624
631	0.2558890998
632	0.2558685812
633	0.2558417132
634	0.2558028209
635	0.2557627214
636	0.2557388798
637	0.2556824252
638	0.2556601001
639	0.2556310072
640	0.2555522484
641	0.255533568
642	0.2554881767
643	0.255413585
644	0.2553857872
645	0.2553625843
646	0.255308983
647	0.2552856794
648	0.2552340687
649	0.2551590025
650	0.2551458475
651	0.2550965583
652	0.2550666176
653	0.2550147528
654	0.2549964671
655	0.2549448608
656	0.2549218048
657	0.2549099673
658	0.254878067
659	0.2548183003
660	0.2547805387
661	0.2547242667
662	0.2547063966
663	0.2546640064
664	0.2546222608
665	0.2545772129
666	0.2545424805
667	0.2545121447
668	0.2544598578
669	0.2544507883
670	0.254441072
671	0.2543935554
672	0.2543053261
673	0.254271342
674	0.2542148326
675	0.2541540747
676	0.2541059211
677	0.254081049
678	0.2540748062
679	0.2540591277
680	0.2540204445
681	0.2539989882
682	0.2539641462
683	0.2539357925
684	0.2538687488
685	0.2538594665
686	0.2538223433
687	0.2537887432
688	0.2537547952
689	0.2537110682
690	0.2536923117
691	0.253678669
692	0.2536568736
693	0.2536248882
694	0.2535907418
695	0.2535648381
696	0.2535356397
697	0.2534820465
698	0.2534397339
699	0.2534119616
700	0.2533497953
701	0.2532907487
702	0.2532467005
703	0.2531882336
704	0.2531398219
705	0.2530750279
706	0.2530583808
707	0.2530438877
708	0.252973586
709	0.2529355451
710	0.2528732045
711	0.2528339224
712	0.2528233026
713	0.2528012904
714	0.2527953572
715	0.2527322991
716	0.2527046057
717	0.2526646858
718	0.2526067995
719	0.252570835
720	0.2525235552
721	0.2524859707
722	0.2524235144
723	0.2523772275
724	0.2523429062
725	0.2523390662
726	0.252318457
727	0.2522767338
728	0.2522664286
729	0.2522205523
730	0.2522005124
731	0.2521390368
732	0.2520986607
733	0.252058561
734	0.2520235035
735	0.2520052963
736	0.2519274918
737	0.2518543651
738	0.2517930165
739	0.2517573673
740	0.2517043275
741	0.2516896924
742	0.2516290318
743	0.2515763664
744	0.2515381551
745	0.2515301012
746	0.2515037225
747	0.2514476507
748	0.2514194774
749	0.2513583511
750	0.25130502
751	0.2512649461
752	0.2512330053
753	0.2511960261
754	0.2511615053
755	0.2511383555
756	0.2511096424
757	0.2510683995
758	0.251015409
759	0.2509645892
760	0.2509054181
761	0.2508864481
762	0.2508326408
763	0.2507929134
764	0.2507250674
765	0.250674876
766	0.2506325457
767	0.2505859016
768	0.2505769406
769	0.2505622188
770	0.2505035089
771	0.2504655953
772	0.2504289952
773	0.2503914643
774	0.2503417569
775	0.2502996852
776	0.2502589572
777	0.2502367289
778	0.2502181457
779	0.2501958919
780	0.2501480443
781	0.2500824107
782	0.250060805
783	0.2499955288
784	0.2499849221
785	0.2499275163
786	0.2499094447
787	0.2498608929
788	0.2498335211
789	0.2498238203
790	0.249807604
791	0.2497610169
792	0.2497517261
793	0.2497226152
794	0.2497080583
795	0.2496785754
796	0.2496468689
797	0.2496031659
798	0.2495799738
799	0.2495336357
800	0.2495076261
801	0.2494495935
802	0.2494396181
803	0.2494000111
804	0.2493573021
805	0.2493140928
806	0.2492986747
807	0.2492876562
808	0.2492700566
809	0.2492309461
810	0.249178674
811	0.2491539969
812	0.2491197287
813	0.2491031341
814	0.2490954578
815	0.2490590353
816	0.2490168533
817	0.2490073082
818	0.2489764582
819	0.2489417373
820	0.2488703448
821	0.2488438103
822	0.2488068826
823	0.2487856231
824	0.2487697882
825	0.2487594176
826	0.2487312067
827	0.2487029708
828	0.2486692849
829	0.2486274956
830	0.2485941472
831	0.2485774909
832	0.2485405682
833	0.2485170867
834	0.2484983114
835	0.2484530636
836	0.2484207274
837	0.2483755824
838	0.2483399304
839	0.2483245176
840	0.2482958293
841	0.248233563
842	0.2481902965
843	0.2481391789
844	0.2481254329
845	0.2481066145
846	0.2480592411
847	0.2480330861
848	0.2480112502
849	0.2480057366
850	0.2479720624
851	0.2479614276
852	0.2479309035
853	0.2479170623
854	0.2479097208
855	0.2478966007
856	0.2478775101
857	0.2478474549
858	0.2478323146
859	0.2478093847
860	0.2478067779
861	0.24778567
862	0.2477692931
863	0.2477358717
864	0.2477051732
865	0.2476899032
866	0.2476320458
867	0.2476158296
868	0.2475921358
869	0.2475479925
870	0.2475074798
871	0.2474280809
872	0.2474052316
873	0.2473808646
874	0.247372833
875	0.2473593811
876	0.2473092429
877	0.2472749552
878	0.2472638635
879	0.2472461354
880	0.2472393778
881	0.2472075994
882	0.2471933126
883	0.2471733903
884	0.2471466218
885	0.2471326291
886	0.2471116845
887	0.2470723727
888	0.2470534665
889	0.2470479585
890	0.2469742212
891	0.2469400937
892	0.2469004814
893	0.2468820993
894	0.2468532728
895	0.2468158147
896	0.2467713467
897	0.2467377587
898	0.2467018446
899	0.2466781871
900	0.2466507093
901	0.2466348381
902	0.2466109833
903	0.2465721515
904	0.2465589685
905	0.2465554829
906	0.2464935072
907	0.2464619896
908	0.2464227644
909	0.2464128663
910	0.2463913532
911	0.2463508871
912	0.2463379512
913	0.2462647672
914	0.2462575882
915	0.2462055395
916	0.2461836416
917	0.2461357594
918	0.2461195199
919	0.2460999518
920	0.2460839242
921	0.2460535055
922	0.2460191401
923	0.2459814561
924	0.2459399052
925	0.245922729
926	0.2458688032
927	0.245828329
928	0.245801071
929	0.2457893069
930	0.245775421
931	0.2457623058
932	0.2457404038
933	0.2457048325
934	0.2456734371
935	0.2456615787
936	0.2456568084
937	0.2456504334
938	0.2456311227
939	0.2456018916
940	0.2455943343
941	0.2455257092
942	0.2454767573
943	0.2454471723
944	0.2454190857
945	0.2453825194
946	0.2453553582
947	0.2453374369
948	0.2453230105
949	0.2453077471
950	0.2452593054
951	0.2452525447
952	0.2451761605
953	0.2451533584
954	0.2451377728
955	0.2451082974
956	0.245076955
957	0.2450578258
958	0.245043166
959	0.2450048241
960	0.244987273
961	0.2449578776
962	0.2449200854
963	0.2449116319
964	0.244891663
965	0.2448864699
966	0.2448320966
967	0.2448114088
968	0.2447975077
969	0.2447797296
970	0.244749048
971	0.2447051706
972	0.2446748119
973	0.2446225141
974	0.2445971422
975	0.2445540074
976	0.2445261191
977	0.244520605
978	0.2444602824
979	0.2444467412
980	0.2444314809
981	0.2444017714
982	0.2443896551
983	0.2443597817
984	0.2443297903
985	0.2442834217
986	0.244278291
987	0.2442525522
988	0.2442394103
989	0.2442230385
990	0.2442125659
991	0.244198675
992	0.2441583933
993	0.244094041
994	0.2440691905
995	0.2440530356
996	0.2440198836
997	0.2439708356
998	0.2439217863
999	0.2439061255
