iter	Passed	Remaining
206	5646	21631
207	5664	21567
208	5684	21515
209	5707	21469
210	5725	21410
211	5743	21347
212	5765	21303
213	5786	21253
214	5807	21203
215	5824	21142
216	5844	21088
217	5866	21044
218	5888	20998
219	5910	20953
220	5933	20915
221	5954	20868
222	5978	20829
223	5998	20778
224	6017	20726
225	6034	20667
226	6053	20615
227	6077	20578
228	6093	20516
229	6115	20473
230	6137	20430
231	6161	20396
232	6184	20357
233	6216	20349
234	6238	20308
235	6258	20261
236	6281	20221
237	6301	20175
238	6317	20115
239	6341	20080
240	6350	19998
241	6371	19956
242	6391	19909
243	6411	19863
244	6433	19824
245	6454	19784
246	6475	19739
247	6505	19727
248	6545	19740
249	6577	19732
250	6612	19731
251	6634	19693
252	6656	19652
253	6683	19628
254	6707	19597
255	6729	19557
256	6746	19505
257	6768	19467
258	6790	19426
259	6813	19391
260	6833	19349
261	6853	19304
262	6878	19274
263	6898	19232
264	6925	19208
265	6955	19194
266	6983	19172
267	7006	19136
268	7026	19093
269	7048	19057
270	7070	19020
271	7092	18982
272	7115	18947
273	7144	18929
274	7164	18887
275	7182	18841
276	7201	18796
277	7219	18751
278	7239	18708
279	7259	18667
280	7279	18626
281	7297	18580
282	7320	18546
283	7347	18523
284	7355	18453
285	7378	18420
286	7408	18405
287	7430	18370
288	7457	18346
289	7492	18344
290	7512	18303
291	7545	18296
292	7565	18256
293	7587	18219
294	7607	18180
295	7626	18138
296	7645	18097
297	7668	18065
298	7687	18022
299	7708	17987
300	7731	17954
301	7755	17924
302	7773	17881
303	7790	17835
304	7808	17793
305	7830	17758
306	7850	17721
307	7874	17692
308	7906	17680
309	7920	17630
310	7929	17567
311	7947	17525
312	7970	17495
313	7986	17448
314	8002	17402
315	8018	17355
316	8038	17320
317	8053	17271
318	8075	17238
319	8092	17195
320	8116	17168
321	8133	17126
322	8148	17079
323	8171	17049
324	8191	17012
325	8207	16968
326	8226	16931
327	8247	16898
328	8262	16851
329	8277	16806
330	8299	16774
331	8316	16733
332	8332	16689
333	8347	16644
334	8362	16600
335	8376	16553
336	8402	16530
337	8426	16504
338	8441	16459
339	8464	16431
340	8484	16396
341	8496	16346
342	8510	16302
343	8526	16259
344	8540	16215
345	8555	16172
346	8570	16128
347	8585	16084
348	8601	16044
349	8617	16003
350	8632	15962
351	8648	15921
352	8662	15876
353	8677	15835
354	8693	15794
355	8708	15752
356	8723	15711
357	8739	15672
358	8754	15631
359	8770	15591
360	8788	15556
361	8814	15534
362	8842	15517
363	8864	15488
364	8886	15459
365	8900	15418
366	8919	15384
367	8963	15394
368	8989	15372
369	9014	15348
370	9031	15312
371	9046	15271
372	9067	15242
373	9086	15208
374	9100	15167
375	9115	15127
376	9129	15086
377	9144	15047
378	9169	15024
379	9187	14990
380	9204	14954
381	9222	14919
382	9243	14890
383	9264	14862
384	9282	14827
385	9299	14792
386	9324	14769
387	9341	14734
388	9378	14730
389	9399	14702
390	9416	14666
391	9437	14637
392	9457	14607
393	9477	14576
394	9496	14546
395	9520	14520
396	9535	14483
397	9554	14451
398	9577	14427
399	9595	14393
400	9616	14364
401	9639	14339
402	9657	14306
403	9675	14273
404	9701	14252
405	9718	14219
406	9734	14183
407	9755	14155
408	9782	14136
409	9804	14108
410	9820	14073
411	9841	14046
412	9863	14019
413	9883	13990
414	9906	13964
415	9930	13941
416	9950	13912
417	9970	13881
418	9994	13858
419	10010	13824
420	10031	13796
421	10048	13763
422	10061	13724
423	10077	13690
424	10097	13661
425	10111	13623
426	10127	13589
427	10143	13556
428	10161	13524
429	10176	13489
430	10192	13456
431	10208	13422
432	10224	13388
433	10237	13351
434	10251	13315
435	10268	13283
436	10283	13248
437	10297	13212
438	10328	13198
439	10341	13161
440	10356	13127
441	10372	13094
442	10384	13056
443	10398	13021
444	10412	12986
445	10427	12952
446	10443	12919
447	10456	12884
448	10468	12846
449	10481	12811
450	10495	12776
451	10510	12742
452	10526	12710
453	10541	12678
454	10558	12646
455	10574	12615
456	10590	12583
457	10603	12547
458	10618	12515
459	10633	12483
460	10648	12450
461	10664	12418
462	10679	12386
463	10694	12353
464	10716	12330
465	10742	12310
466	10759	12280
467	10774	12247
468	10789	12215
469	10802	12181
470	10818	12150
471	10834	12119
472	10845	12083
473	10864	12055
474	10880	12026
475	10896	11995
476	10912	11964
477	10928	11934
478	10945	11905
479	10961	11874
480	10977	11844
481	10992	11813
482	11005	11780
483	11020	11749
484	11032	11714
485	11047	11683
486	11062	11653
487	11078	11623
488	11091	11590
489	11106	11559
490	11117	11525
491	11132	11494
492	11146	11463
493	11163	11435
494	11182	11408
495	11197	11378
496	11213	11348
497	11228	11318
498	11244	11289
499	11271	11271
500	11286	11241
501	11298	11208
502	11313	11178
503	11329	11149
504	11342	11118
505	11357	11087
506	11373	11059
507	11389	11030
508	11402	10999
509	11418	10970
510	11431	10939
511	11447	10910
512	11461	10880
513	11475	10850
514	11489	10820
515	11512	10798
516	11532	10773
517	11554	10751
518	11571	10723
519	11590	10698
520	11613	10677
521	11635	10654
522	11668	10641
523	11689	10618
524	11704	10589
525	11719	10561
526	11735	10532
527	11750	10504
528	11765	10475
529	11779	10445
530	11801	10423
531	11817	10395
532	11831	10366
533	11849	10340
534	11863	10311
535	11877	10282
536	11892	10253
537	11907	10225
538	11922	10196
539	11935	10167
540	11952	10140
541	11967	10113
542	11981	10083
543	11995	10055
544	12009	10026
545	12033	10006
546	12055	9983
547	12079	9963
548	12102	9942
549	12125	9921
550	12145	9897
551	12167	9875
552	12185	9849
553	12217	9835
554	12237	9811
555	12259	9789
556	12282	9768
557	12304	9746
558	12322	9721
559	12345	9700
560	12364	9675
561	12379	9648
562	12391	9618
563	12404	9589
564	12425	9566
565	12441	9539
566	12454	9511
567	12468	9482
568	12480	9453
569	12495	9426
570	12509	9398
571	12524	9371
572	12539	9344
573	12554	9317
574	12568	9290
575	12584	9263
576	12599	9236
577	12620	9213
578	12646	9195
579	12663	9169
580	12679	9144
581	12695	9118
582	12711	9091
583	12734	9071
584	12750	9045
585	12762	9016
586	12775	8988
587	12791	8962
588	12803	8933
589	12818	8907
590	12832	8880
591	12846	8853
592	12863	8828
593	12878	8802
594	12893	8776
595	12908	8750
596	12921	8722
597	12936	8696
598	12951	8670
599	12965	8643
600	12981	8618
601	12995	8591
602	13009	8565
603	13022	8537
604	13038	8512
605	13051	8485
606	13065	8459
607	13080	8433
608	13095	8407
609	13110	8382
610	13126	8357
611	13141	8331
612	13166	8312
613	13183	8288
614	13198	8262
615	13212	8236
616	13228	8211
617	13242	8185
618	13256	8159
619	13272	8134
620	13286	8108
621	13302	8084
622	13318	8059
623	13333	8034
624	13347	8008
625	13360	7982
626	13374	7956
627	13390	7931
628	13405	7906
629	13420	7882
630	13435	7856
631	13449	7831
632	13463	7805
633	13478	7781
634	13493	7756
635	13510	7732
636	13523	7706
637	13538	7681
638	13557	7659
639	13608	7654
640	13633	7635
641	13650	7611
642	13668	7589
643	13683	7564
644	13698	7539
645	13712	7514
646	13727	7489
647	13743	7465
648	13758	7441
649	13772	7416
650	13783	7389
651	13798	7364
652	13813	7340
653	13827	7315
654	13839	7289
655	13853	7264
656	13870	7241
657	13886	7217
658	13900	7192
659	13913	7167
660	13928	7143
661	13944	7119
662	13957	7094
663	13973	7071
664	13988	7046
665	14001	7021
666	14016	6997
667	14031	6973
668	14048	6950
669	14062	6926
670	14077	6902
671	14091	6878
672	14122	6861
673	14136	6837
674	14152	6814
675	14167	6790
676	14181	6766
677	14195	6742
678	14209	6717
679	14225	6694
680	14240	6670
681	14254	6646
682	14268	6622
683	14284	6599
684	14299	6575
685	14312	6551
686	14324	6526
687	14339	6502
688	14353	6478
689	14364	6453
690	14378	6429
691	14390	6405
692	14405	6381
693	14419	6357
694	14436	6335
695	14450	6311
696	14469	6290
697	14485	6267
698	14505	6246
699	14533	6228
700	14549	6205
701	14566	6183
702	14588	6163
703	14606	6141
704	14621	6118
705	14636	6094
706	14652	6072
707	14674	6052
708	14695	6031
709	14720	6012
710	14742	5992
711	14764	5971
712	14786	5951
713	14802	5929
714	14816	5906
715	14837	5885
716	14859	5865
717	14875	5842
718	14892	5820
719	14909	5798
720	14924	5775
721	14940	5752
722	14956	5730
723	14973	5708
724	14989	5685
725	15004	5662
726	15021	5640
727	15038	5618
728	15061	5598
729	15091	5581
730	15107	5559
731	15124	5537
732	15140	5514
733	15156	5492
734	15172	5470
735	15194	5450
736	15213	5428
737	15233	5408
738	15256	5388
739	15278	5368
740	15298	5347
741	15312	5324
742	15329	5302
743	15348	5281
744	15366	5259
745	15382	5237
746	15398	5215
747	15414	5193
748	15431	5171
749	15448	5149
750	15466	5128
751	15491	5108
752	15521	5091
753	15538	5069
754	15553	5047
755	15566	5023
756	15583	5002
757	15597	4979
758	15613	4957
759	15627	4935
760	15643	4913
761	15659	4890
762	15676	4869
763	15693	4847
764	15709	4825
765	15727	4804
766	15743	4782
767	15758	4760
768	15775	4738
769	15789	4716
770	15805	4694
771	15819	4672
772	15835	4650
773	15850	4628
774	15864	4605
775	15880	4583
776	15895	4562
777	15910	4540
778	15926	4518
779	15940	4496
780	15955	4473
781	15969	4451
782	15985	4430
783	16001	4408
784	16020	4387
785	16050	4369
786	16063	4347
787	16079	4325
788	16094	4304
789	16108	4282
790	16122	4259
791	16136	4237
792	16151	4215
793	16167	4194
794	16182	4172
795	16197	4151
796	16212	4129
797	16228	4108
798	16242	4086
799	16257	4064
800	16273	4042
801	16288	4021
802	16302	3999
803	16317	3977
804	16333	3956
805	16348	3934
806	16360	3912
807	16372	3890
808	16387	3869
809	16402	3847
810	16417	3825
811	16442	3806
812	16467	3787
813	16482	3766
814	16497	3744
815	16514	3723
816	16530	3702
817	16541	3680
818	16556	3659
819	16571	3637
820	16585	3616
821	16600	3594
822	16616	3573
823	16633	3552
824	16647	3531
825	16660	3509
826	16677	3488
827	16692	3467
828	16705	3445
829	16720	3424
830	16734	3403
831	16747	3381
832	16759	3360
833	16775	3339
834	16786	3317
835	16800	3295
836	16816	3274
837	16832	3254
838	16847	3233
839	16859	3211
840	16873	3190
841	16889	3169
842	16905	3148
843	16922	3127
844	16938	3107
845	16953	3086
846	16983	3067
847	16998	3046
848	17013	3026
849	17025	3004
850	17039	2983
851	17051	2961
852	17065	2941
853	17079	2919
854	17094	2899
855	17108	2878
856	17122	2857
857	17138	2836
858	17152	2815
859	17166	2794
860	17180	2773
861	17196	2752
862	17209	2731
863	17224	2711
864	17237	2690
865	17249	2669
866	17261	2647
867	17277	2627
868	17294	2607
869	17310	2586
870	17324	2565
871	17340	2545
872	17355	2524
873	17387	2506
874	17409	2487
875	17424	2466
876	17440	2446
877	17455	2425
878	17471	2405
879	17485	2384
880	17502	2364
881	17517	2343
882	17532	2323
883	17547	2302
884	17561	2282
885	17573	2261
886	17588	2240
887	17604	2220
888	17614	2199
889	17626	2178
890	17641	2158
891	17657	2137
892	17674	2117
893	17688	2097
894	17704	2077
895	17719	2056
896	17736	2036
897	17753	2016
898	17769	1996
899	17783	1975
900	17798	1955
901	17813	1935
902	17830	1915
903	17844	1895
904	17858	1874
905	17869	1854
906	17882	1833
907	17895	1813
908	17926	1794
909	17944	1774
910	17958	1754
911	17973	1734
912	17985	1713
913	18000	1693
914	18014	1673
915	18027	1653
916	18041	1632
917	18057	1612
918	18074	1593
919	18090	1573
920	18105	1553
921	18119	1532
922	18134	1512
923	18148	1492
924	18163	1472
925	18178	1452
926	18193	1432
927	18207	1412
928	18222	1392
929	18235	1372
930	18251	1352
931	18266	1332
932	18281	1312
933	18304	1293
934	18333	1274
935	18352	1254
936	18367	1234
937	18383	1215
938	18399	1195
939	18415	1175
940	18430	1155
941	18446	1135
942	18462	1115
943	18478	1096
944	18491	1076
945	18507	1056
946	18522	1036
947	18538	1016
948	18552	997
949	18567	977
950	18582	957
951	18596	937
952	18612	917
953	18627	898
954	18642	878
955	18657	858
956	18671	838
957	18686	819
958	18701	799
959	18720	780
960	18733	760
961	18749	740
962	18765	720
963	18779	701
964	18793	681
965	18809	662
966	18827	642
967	18845	622
968	18861	603
969	18891	584
970	18908	564
971	18923	545
972	18937	525
973	18952	505
974	18966	486
975	18983	466
976	18998	447
977	19013	427
978	19027	408
979	19043	388
980	19058	369
981	19074	349
982	19088	330
983	19105	310
984	19119	291
985	19135	271
986	19150	252
987	19161	232
988	19178	213
989	19193	193
990	19213	174
991	19233	155
992	19249	135
993	19265	116
994	19289	96
995	19308	77
996	19319	58
997	19337	38
998	19351	19
999	19370	0
